city,country,x3 (McMeal),x9 (milk),x10 (bread),x11 (rice),x12 (eggs),x13 (cheese local),x14 (chicken fillets),x15 (beef round),x16 (apples),x17 (bananas),x18 (oranges),x19 (tomatoes),x20 (potatoes),x21 (onions),x22 (lettuce),x23 (water 1.5L),x28 (One-Way ticket transit),x29 (monthly pass transit),x30 (taxi start),x31 (taxi 1km),x32 (Taxi 1hr wait),x33 (Gas 1L),x34 (Volkswagen Golf),x35 (Toyota Corolla Sedan),x36 (basic utilities),x48 (apartment 1BR city center),x49 (apartment 1BR outside center),x50 (apartment 3BR city center),x51 (apartment 3BR outside center),x52 (price per sqm city center),x53 (price per sqm outside center),x54 (average monthly net salary),data_quality,NaN_tot,food_index,housing_index,transport_index,avg_transit_cost,x31b (taxi 8km),avg_taxi_cost,avg_personal_cost
Cape Town,South Africa,3.99,0.91,0.96,1.46,1.81,6.93,4.43,6.32,1.43,1.35,1.33,1.41,1.04,1.03,0.99,0.85,1.14,29.75,0.86,0.68,2.57,1.3,18248.57,21346.21,75.45,690.17,459.78,1364.97,916.71,2053.61,1425.49,1254.87,1,0,50.0,52.615533157249814,97.76573274936983,15.445,5.44,2.956666666666667,13198.693333333335
Male,Maldives,9.0,1.74,1.6,0.86,1.53,9.19,3.97,8.09,3.4,3.36,3.52,2.66,1.11,1.1,6.0,0.44,0.65,21.6,1.64,1.64,8.18,0.89,45826.51,36006.55,159.57,860.88,581.92,1723.95,1360.25,2417.53,2302.24,800.51,1,0,79.42880794701988,70.84266282265348,201.95896171328855,11.125,13.12,7.646666666666666,27277.983333333337
Gaborone,Botswana,6.0,1.14,0.74,1.53,2.12,5.78,4.38,4.98,1.7,1.36,2.06,1.31,1.2,1.28,1.11,0.85,0.5,21.84,0.54,2.32,3.87,1.02,18587.47,16215.63,46.85,256.35,208.14,690.58,448.23,1403.74,38723.9,724.69,1,0,51.793598233995596,314.6441538840425,85.9298395185804,11.17,18.56,7.656666666666666,11601.373333333335
Gibraltar,Gibraltar,8.61,1.71,1.83,2.87,2.75,9.23,9.26,11.07,4.88,1.97,2.13,2.08,1.68,1.33,1.64,1.09,1.48,12.3,4.8,2.46,12.3,1.33,33056.26,33210.01,108.5,1728.41,1402.54,2974.42,2571.47,8161.05,6200.6,3385.92,1,0,88.47958057395144,174.32863450920672,163.55749025946312,6.890000000000001,19.68,12.26,22089.2
Port Moresby,Papua New Guinea,8.53,1.68,1.53,1.53,3.89,5.69,6.9,7.88,3.27,2.51,4.36,2.84,2.56,2.56,3.19,1.11,0.57,38.34,5.69,1.71,14.22,1.21,45519.2,26553.63,107.05,2162.16,519.2,3366.52,960.17,9246.09,20059.54,401.85,1,0,82.82284768211922,274.29813244523376,177.9484458311686,19.455000000000002,13.68,11.196666666666667,24024.679999999997
Georgetown,Guyana,7.16,3.41,1.48,1.61,2.84,9.78,5.55,6.5,5.11,2.54,3.3,2.14,1.34,1.3,1.43,1.59,0.57,34.14,2.39,2.39,9.31,1.02,15754.21,17186.41,80.1,323.57,201.4,608.69,381.92,3469.12,1139.08,410.92,1,0,78.75275938189846,46.72373941747836,81.38396784352382,17.355,19.12,10.273333333333333,10980.546666666667
Podgorica,Montenegro,4.21,1.12,0.76,1.52,2.38,6.26,6.42,8.25,1.15,1.4,1.31,1.92,0.82,1.17,0.81,0.66,0.95,28.45,0.63,0.58,6.85,1.56,21074.9,20621.79,112.63,367.05,273.1,585.41,428.08,1732.83,1311.33,644.09,1,0,55.40838852097131,36.22914656731278,102.95763501689086,14.7,4.64,4.04,13899.416666666666
Manama,Bahrain,6.63,1.63,1.36,1.53,2.42,6.99,6.84,7.96,1.99,1.56,1.6,1.06,0.75,0.68,1.91,0.63,0.8,37.13,5.3,2.65,7.96,0.51,23871.98,21098.97,169.42,967.04,759.74,1785.3,1265.01,1545.05,1293.07,2080.33,1,0,62.83112582781458,58.628958584222225,111.07270977122504,18.965,21.2,11.486666666666666,14990.486666666666
Willemstad,Curacao,10.26,1.61,2.0,2.2,3.11,9.52,7.49,10.95,3.81,2.13,3.62,3.81,3.37,2.76,2.22,1.92,1.3,51.57,13.86,3.33,49.61,1.36,25229.97,25853.78,192.0,512.92,425.12,1201.43,924.17,,,914.93,1,2,97.65452538631348,24.519441864948917,126.31684115018508,26.435,26.64,30.036666666666665,17028.37
Bern,Switzerland,16.03,1.68,3.01,2.83,6.08,22.91,29.18,58.0,4.08,3.04,3.56,4.17,2.25,2.11,2.14,1.31,3.79,84.41,7.48,4.17,78.53,2.06,42738.01,41776.41,204.87,1268.78,1006.81,2493.05,1714.86,12643.33,6428.87,6090.17,1,0,224.0342163355409,194.0124824989701,208.93336865927688,44.1,33.36,39.79,28172.160000000003
Luxembourg,Luxembourg,10.54,1.31,3.29,2.34,3.7,20.49,12.14,18.44,2.74,1.47,2.48,4.46,1.58,2.68,1.53,0.63,0.0,0.0,5.01,3.16,36.88,1.73,26343.63,27082.67,301.9,1766.92,1535.83,3230.39,2493.86,13245.18,9807.66,4272.11,1,0,123.92384105960265,243.8789888980019,131.91250020351887,0.0,25.28,22.39,17809.343333333334
Bridgetown,Barbados,8.5,3.28,2.71,3.6,4.61,29.29,9.42,12.21,2.78,2.62,3.39,3.15,2.94,3.22,2.48,1.92,1.75,36.0,10.0,1.88,25.0,2.1,37500.0,39166.67,100.0,487.5,412.5,1700.0,1187.5,1706.08,,1333.33,1,1,132.61589403973514,42.12734197483166,189.31794779950457,18.875,15.04,16.68,25556.256666666664
Reykjavik,Iceland,14.17,1.47,3.24,3.14,5.52,13.8,16.81,23.38,3.08,1.98,2.26,4.32,2.45,1.22,2.45,1.69,3.47,60.24,5.17,2.49,56.13,2.26,31892.27,39284.2,101.82,1508.98,1253.46,2117.71,1812.29,6309.67,4479.21,3342.89,1,0,139.32119205298014,132.42520027805833,175.90501761610074,31.855,19.92,27.073333333333334,23726.243333333332
Suva,Fiji,6.38,1.24,0.48,1.11,2.67,7.83,5.45,4.39,2.03,1.78,1.7,1.37,1.17,0.98,0.97,0.62,0.46,36.21,0.68,0.57,4.92,1.29,18219.5,19870.64,47.86,563.67,298.28,1399.0,761.31,2505.18,1343.69,1597.77,1,0,55.422185430463585,52.109500150250895,94.07325890216242,18.335,4.56,3.3866666666666667,12697.143333333333
Noumea,New Caledonia,10.6,0.99,1.96,1.61,5.55,12.79,15.67,22.08,3.68,5.73,6.29,4.64,3.42,2.87,3.2,1.13,2.43,72.14,4.9,1.09,20.2,1.22,26393.53,26785.51,211.78,809.45,626.96,1430.52,1183.27,4106.13,4223.87,2501.94,1,0,141.0182119205298,94.8349085201679,131.43870825457768,37.285000000000004,8.72,11.273333333333333,17726.75333333333
Ankara,Turkey,3.89,0.96,0.45,1.29,1.68,4.95,3.89,8.54,0.75,1.55,0.74,0.88,0.55,0.44,0.65,0.24,0.38,18.73,0.54,0.32,2.68,1.4,34882.66,31741.92,51.0,283.17,154.32,487.81,340.4,755.37,499.44,371.38,1,0,43.3912803532009,19.367003093135228,164.41520515443014,9.555,2.56,1.9266666666666667,22208.660000000003
Thimphu,Bhutan,3.08,0.83,0.67,0.77,2.1,4.91,3.47,4.54,2.95,1.35,2.33,0.84,0.59,0.66,0.58,0.34,1.29,15.34,0.98,0.15,5.22,1.11,15377.74,24604.38,34.04,171.76,85.86,245.4,208.42,2013.95,123.02,366.55,1,0,41.404525386313466,21.708808468879234,98.69113925674414,8.315,1.2,2.4666666666666663,13327.743333333334
Hamilton,Bermuda,15.0,4.24,6.85,6.68,5.16,15.24,20.94,23.71,12.94,6.79,10.46,9.62,8.46,6.63,5.86,3.47,4.0,69.0,6.5,3.0,43.9,2.25,39000.0,36000.0,271.65,3250.0,2050.0,6666.67,4325.0,10381.96,5690.98,5973.81,1,0,223.57891832229586,245.79587416279364,185.33452829751153,36.5,24.0,24.8,25000.75
Bandar Seri Begawan,Brunei,5.03,1.44,1.65,1.28,2.15,5.42,5.29,15.08,3.42,2.22,3.7,3.62,1.63,1.99,3.76,0.92,1.11,22.18,3.33,2.96,22.18,0.39,22184.71,20958.45,55.74,677.17,372.21,1242.34,1133.88,1848.73,1183.18,1748.71,1,0,80.84988962472409,49.0537205363242,106.55831568269608,11.645,23.68,16.396666666666665,14381.183333333334
Douglas,Isle Of Man,8.35,1.27,1.34,1.73,2.91,6.33,6.98,8.3,2.41,1.27,5.2,2.95,1.09,1.75,0.87,0.34,2.15,39.36,3.94,1.48,45.87,1.78,26039.1,27410.55,135.51,1060.88,896.14,1765.93,1406.81,2070.5,1927.0,4608.5,1,0,73.24779249448126,69.76138348324534,132.08801981805166,20.755,11.84,20.55,17817.14333333333
Port of Spain,Trinidad And Tobago,7.37,2.01,2.19,1.84,3.54,7.59,6.35,7.71,3.45,1.86,2.03,4.11,1.16,1.14,1.57,1.07,0.88,58.99,1.18,1.47,11.8,0.9,26545.87,33182.34,83.58,525.39,406.38,1097.88,811.12,4762.29,1825.54,768.72,1,0,75.86920529801326,71.63978342781441,147.52881210594424,29.935000000000002,11.76,8.246666666666668,19909.703333333335
Saint Helier,Jersey,8.61,1.6,2.08,3.64,4.57,8.82,9.05,13.1,4.08,2.78,4.31,3.9,2.38,1.57,1.27,1.07,2.71,63.96,4.92,3.76,5.8,1.79,28659.0,28700.0,224.76,1665.23,1624.63,3128.81,2967.38,8408.28,9537.22,2893.88,1,0,100.48289183222958,207.5368717233817,141.70326306134825,33.335,30.08,13.6,19120.263333333332
Victoria,Seychelles,6.4,1.69,1.43,2.22,2.85,25.62,5.42,11.13,2.87,2.7,1.57,6.2,1.76,1.3,1.17,1.57,0.68,23.06,5.05,1.92,18.2,1.28,24120.96,37721.19,67.51,875.37,742.76,2113.17,1216.6,1174.49,1292.19,597.42,1,0,104.71854304635764,56.35041674857037,152.68193477626986,11.87,15.36,12.87,20614.476666666666
Valletta,Malta,9.48,1.09,1.64,2.82,2.74,12.29,9.48,15.45,2.63,1.91,2.3,3.9,2.63,3.16,1.85,1.49,1.58,27.4,6.85,2.11,31.61,1.44,17913.67,22479.9,158.99,981.3,836.41,2594.85,1486.95,8781.21,6217.1,1184.8,1,0,103.28366445916114,158.58670757708927,99.82184080728663,14.489999999999998,16.88,18.446666666666665,13465.003333333332
Pristina,Kosovo (Disputed Territory),5.27,1.02,0.51,1.19,1.53,4.15,3.89,8.09,0.98,1.24,1.12,1.09,0.68,0.61,0.63,0.44,0.42,14.75,2.11,0.68,5.27,1.56,15806.18,19599.66,81.62,320.18,243.11,583.61,413.39,1795.42,922.43,471.75,1,0,44.757174392935994,32.83498232763134,87.40366156364664,7.585,5.44,4.273333333333333,11802.466666666667
Natal,Brazil,5.75,1.27,1.42,1.12,2.34,6.76,3.73,6.95,1.61,1.03,0.78,1.94,1.02,1.19,0.47,0.67,0.78,47.9,0.98,0.67,6.71,1.27,15806.41,22001.25,76.88,182.01,114.96,498.14,191.59,1197.46,622.68,502.55,1,0,52.49724061810155,21.718373313631258,93.41139084061439,24.34,5.36,4.3500000000000005,12602.976666666667
Naples,Italy,8.43,1.26,1.19,1.68,2.68,11.63,8.77,12.45,1.99,1.79,1.63,2.37,1.29,1.31,0.87,0.64,1.37,38.99,5.27,1.26,18.97,2.18,26343.63,26080.19,149.59,667.37,403.94,1112.82,856.17,4127.17,2239.21,1408.51,1,0,82.75386313465785,71.97184169955995,129.4919330050389,20.18,10.08,11.44,17475.333333333332
Dnipro,Ukraine,3.81,0.89,0.53,1.33,1.22,7.08,3.57,5.21,0.52,1.0,1.06,1.59,0.37,0.57,0.77,0.47,0.27,11.82,1.5,0.27,2.26,1.06,21757.12,16960.57,83.21,317.86,207.37,563.71,383.77,1042.83,807.84,388.55,1,0,41.376931567328924,25.65630274315229,95.5548763369957,6.045,2.16,1.9733333333333334,12906.25
Coimbatore,India,3.68,0.58,0.45,0.67,0.8,5.47,3.07,5.49,1.8,0.67,1.44,0.46,0.43,0.42,0.39,0.38,0.32,10.44,1.23,0.25,1.9,1.26,11974.72,21646.6,29.02,157.62,91.5,322.4,193.78,738.83,487.65,368.45,1,0,36.147902869757175,15.219400216451687,82.97827306460948,5.38,2.0,1.71,11207.526666666667
Oklahoma City,United States,8.0,0.91,2.6,3.55,5.23,9.29,11.74,15.37,5.17,1.65,4.31,4.43,3.05,2.08,1.54,2.37,2.5,50.0,5.0,1.24,50.0,1.07,22000.0,19350.0,235.41,1281.25,1033.33,2718.33,1212.5,2637.16,1201.97,3167.94,1,0,112.15507726269318,77.72340125879383,102.27701854957398,26.25,9.92,21.64,13783.69
Tangier,Morocco,5.19,0.66,0.45,0.85,1.15,9.26,4.56,8.23,1.04,1.09,0.6,0.65,0.47,0.58,0.33,0.49,0.33,9.44,0.47,0.61,6.61,1.24,18889.31,14166.98,41.22,344.06,190.24,590.29,315.72,1823.31,593.66,388.41,1,0,49.11699779249449,29.361060839190856,81.59254385770157,4.885,4.88,3.986666666666667,11019.176666666666
Cebu City,Philippines,3.23,1.7,1.01,0.83,1.67,9.24,4.09,5.98,3.4,1.12,3.59,1.56,1.67,1.94,1.08,0.53,0.18,8.03,0.72,0.25,2.69,1.32,18578.99,16609.85,76.16,512.63,247.6,812.52,530.57,3565.98,544.24,255.18,1,0,58.8300220750552,47.37008191875305,86.83972925328554,4.1049999999999995,2.0,1.8033333333333335,11730.053333333335
Aguascalientes,Mexico,6.19,1.19,1.71,1.63,1.8,8.8,8.01,12.79,2.78,1.29,1.38,1.39,1.43,1.25,1.06,0.73,0.52,11.35,1.03,1.29,9.28,1.13,20627.59,19224.06,39.37,238.51,152.13,520.85,375.72,684.15,997.0,850.89,1,0,73.71688741721857,22.65233898111056,98.37054151809791,5.935,10.32,6.876666666666666,13284.26
Marrakech,Morocco,5.67,0.68,0.39,1.37,1.18,7.2,4.86,7.55,1.23,1.02,0.57,0.5,0.5,0.49,0.33,0.54,0.38,10.39,0.66,0.52,4.49,1.36,24556.1,23919.41,58.96,375.7,197.29,661.13,338.12,1167.81,700.52,345.66,1,0,47.01986754966889,26.35626862602888,119.62792801993645,5.385000000000001,4.16,3.1033333333333335,16158.956666666665
Buffalo,United States,10.0,0.85,2.88,4.78,2.73,12.87,6.29,10.68,5.88,1.36,6.37,6.76,3.1,2.9,1.84,2.07,2.0,75.0,2.45,1.86,20.0,1.16,30000.0,32469.25,177.81,1388.33,1008.33,2225.0,1450.0,,,4264.26,1,2,112.25165562913908,47.06709474995463,154.35789423826955,38.5,14.88,12.443333333333333,20823.47
Fort Worth,United States,8.29,1.02,3.29,7.02,3.19,10.84,12.56,15.65,7.01,1.66,4.93,3.88,4.15,2.39,2.12,1.84,2.5,95.22,2.25,1.96,18.0,1.1,23190.0,23432.67,212.5,1387.5,1045.0,3025.0,1966.67,2421.88,2152.78,4479.5,1,0,123.95143487858722,91.96809107539734,115.31182299136735,48.86,15.68,11.976666666666667,15541.256666666666
Merida,Mexico,6.7,1.27,1.76,1.16,1.53,7.29,5.31,15.55,2.5,1.0,1.4,1.32,1.18,1.49,0.94,0.88,0.41,25.78,1.8,1.12,7.74,1.15,12384.83,17115.03,63.55,410.61,321.92,745.46,722.66,990.12,1172.87,549.45,1,0,70.7505518763797,33.342822864347156,72.86681379231405,13.095,8.96,6.166666666666667,9833.67
Cancun,Mexico,5.8,1.18,1.53,1.3,1.9,8.64,6.15,9.33,2.9,1.22,1.52,1.37,1.44,1.68,0.64,0.77,0.62,26.91,2.58,1.83,10.31,1.18,12247.63,17075.52,79.93,572.99,335.43,969.18,733.43,1041.23,962.62,657.96,1,0,65.35596026490069,35.35836912618742,72.44428393177752,13.765,14.64,9.176666666666668,9774.776666666667
Ad Dammam,Saudi Arabia,6.65,1.63,1.09,1.89,2.04,6.83,8.1,12.37,1.89,1.53,1.5,1.66,1.27,1.07,1.59,0.65,0.8,0.0,2.66,2.66,7.32,0.61,22613.08,21768.75,108.25,433.26,304.46,668.05,495.12,1160.18,1048.94,1824.93,1,0,71.41280353200885,31.76929293203161,109.51999640820019,0.4,21.28,10.42,14794.146666666667
Tucson,United States,10.4,0.86,3.05,3.87,4.12,10.54,11.54,16.48,3.93,1.4,3.86,3.83,2.54,2.17,1.54,1.72,1.62,37.5,2.75,1.4,35.0,1.11,23195.0,24333.0,241.89,1175.0,942.0,2125.0,1583.33,1722.23,,4063.33,1,1,112.9277041942605,58.66525980603701,117.44243129326009,19.56,11.2,16.316666666666666,15843.036666666667
Krasnodar,Russia,6.3,1.19,0.72,1.66,1.71,11.37,5.17,8.7,1.4,1.48,1.58,2.33,0.79,0.61,0.99,0.65,0.56,22.4,1.6,0.37,4.8,0.83,40000.01,39216.01,132.02,385.45,260.57,654.0,421.33,2426.67,1703.64,632.0,1,0,64.36258278145695,45.06533090220587,195.49303126691368,11.479999999999999,2.96,3.1199999999999997,26405.61666666667
Chihuahua,Mexico,6.7,1.21,2.05,1.32,2.24,7.44,5.75,8.46,2.09,1.0,1.22,1.48,1.43,1.16,0.92,0.85,0.57,25.78,2.71,0.77,9.41,1.14,18564.58,18557.96,51.57,264.29,226.9,603.36,402.24,564.54,627.42,795.59,1,0,62.52759381898456,20.638374307772605,91.67703996222691,13.175,6.16,6.093333333333334,12374.56
Turin,Italy,9.48,1.47,1.62,2.25,3.11,13.75,10.78,17.56,1.92,1.74,2.01,2.39,1.19,1.21,0.98,0.41,1.79,40.04,5.27,1.81,31.61,2.06,25632.35,27890.0,190.84,573.48,439.3,1363.28,806.39,3463.74,1787.48,1621.41,1,0,99.15838852097131,64.95440882857766,132.23776037465237,20.915,14.48,17.12,17841.47
Klang,Malaysia,3.42,1.53,0.68,0.76,1.23,7.29,4.14,8.81,2.11,1.05,2.56,1.2,0.8,0.89,0.74,0.54,0.8,22.79,0.68,0.34,6.1,0.47,34757.83,32356.16,55.27,341.88,250.71,740.74,398.86,1998.26,879.47,455.84,1,0,52.083333333333336,35.13528983362443,165.6401174439608,11.795,2.72,3.1666666666666665,22371.486666666668
Marseille,France,9.48,1.12,1.9,2.04,4.02,8.43,9.92,27.66,2.9,1.79,2.59,2.41,1.82,1.98,1.53,0.57,2.0,52.69,3.95,1.81,63.22,2.13,21022.22,18956.88,151.71,715.23,562.0,1404.99,1027.4,5409.23,3582.73,2596.01,1,0,110.59602649006624,96.80293181320084,98.9345971732338,27.345,14.48,27.21666666666667,13327.076666666668
Hermosillo,Mexico,6.19,1.18,1.97,1.64,2.08,5.83,7.39,10.21,2.95,1.19,1.2,1.75,1.99,1.72,1.11,0.83,0.52,12.89,2.06,1.39,10.31,1.18,15470.7,21220.64,58.82,305.12,201.98,739.16,545.77,674.15,1031.38,741.3,1,0,67.92218543046359,26.784427227723896,90.58363787158228,6.705,11.12,7.830000000000001,12230.840000000002
Saratov,Russia,6.4,1.19,0.6,1.52,1.47,13.68,4.86,9.68,1.92,1.49,1.92,2.13,0.97,0.62,1.44,0.71,0.46,16.0,1.19,0.14,6.0,0.82,68656.01,32784.01,111.91,326.4,198.4,640.0,400.0,1337.55,1005.46,528.0,1,0,69.81236203090508,30.27401397371099,250.30263873943613,8.23,1.12,2.77,33813.613333333335
Omaha,United States,9.0,0.88,3.71,5.02,3.49,12.86,9.69,13.49,4.9,1.81,5.99,3.97,2.4,2.81,1.39,1.68,1.25,54.25,3.5,2.27,35.0,1.24,30000.0,24416.67,235.15,1093.33,970.0,1650.0,1516.67,1668.41,1065.63,3772.0,1,0,114.63852097130246,61.751164915245695,134.48078510429292,27.75,18.16,18.886666666666667,18139.303333333333
Denpasar,Indonesia,3.24,1.23,1.34,0.8,1.29,11.67,3.17,8.95,2.84,1.35,1.47,0.71,1.05,2.27,0.65,0.44,0.21,12.96,0.65,0.47,3.57,0.77,29168.58,28747.25,49.15,206.61,175.55,496.95,350.02,1037.11,550.96,234.97,1,0,58.59547461368654,21.5875533503693,142.9182584309854,6.585000000000001,3.76,2.66,19305.533333333336
Erbil,Iraq,10.0,1.13,0.78,1.4,1.62,6.8,3.65,10.1,1.01,1.01,0.97,0.74,0.57,0.6,0.71,0.46,0.34,25.35,2.05,2.03,4.23,0.73,19945.78,20956.21,98.88,492.96,295.11,765.75,517.82,945.35,659.96,641.26,1,0,57.326158940397356,28.43718721263102,100.98661018462738,12.845,16.24,7.506666666666667,13634.24
El Paso,United States,7.5,0.85,2.52,3.3,3.04,10.75,9.74,16.01,3.47,1.36,3.04,2.55,1.51,1.58,1.17,1.47,1.5,41.5,1.65,1.4,14.0,1.1,21922.5,24900.0,193.29,916.67,775.0,1556.0,1345.0,1135.59,940.05,4338.43,1,0,96.3852097130243,51.67727460669283,115.65706501601755,21.5,11.2,8.950000000000001,15607.866666666667
Honolulu,United States,10.0,1.87,6.1,7.15,5.98,18.18,18.51,23.93,7.46,4.52,6.42,7.12,5.48,5.3,4.23,2.57,3.0,75.0,3.5,2.21,48.0,1.37,24938.0,21533.0,282.08,2051.43,1696.43,3776.92,3125.0,8401.23,5790.98,4091.19,1,0,186.00993377483445,189.2187630622265,114.96739504223079,39.0,17.68,23.060000000000002,15490.789999999999
Bhubaneshwar,India,3.99,0.59,0.45,0.51,0.96,3.35,2.67,7.43,2.28,0.64,1.25,0.59,0.31,0.35,0.41,0.36,0.61,5.53,1.17,0.25,2.46,1.29,12281.76,29885.62,27.62,166.36,122.82,272.93,194.62,1041.96,567.39,509.69,1,0,36.065121412803535,18.027849514113417,104.05042038366143,3.0700000000000003,2.0,1.8766666666666667,14056.223333333333
Queretaro,Mexico,5.93,1.2,2.18,1.38,1.73,6.49,6.14,9.0,2.87,1.16,1.21,1.26,1.52,1.35,0.98,0.73,0.57,25.78,2.45,1.42,5.06,1.16,15470.7,17545.06,59.09,512.01,312.64,744.53,512.08,883.12,1340.79,816.51,1,0,62.26545253863135,32.86887350982355,81.5363233093502,13.175,11.36,6.289999999999999,11005.64
Leeds,United Kingdom,7.38,1.17,1.25,1.91,2.87,7.35,7.74,11.56,2.52,1.09,2.24,3.04,1.24,1.35,0.92,1.09,2.71,92.25,3.63,1.14,12.55,1.96,22755.0,25308.79,294.14,1014.75,727.75,1820.4,1283.81,8815.0,4182.0,2780.58,1,0,75.49668874172187,136.60292865002384,118.85016520799138,47.48,9.12,8.433333333333334,16021.916666666666
Valencia,Spain,8.43,0.91,1.07,1.19,2.21,13.18,7.23,13.55,2.1,1.65,1.86,2.09,1.66,1.67,1.19,0.63,1.58,31.61,4.21,1.05,26.34,1.7,21074.9,20837.81,141.51,808.48,597.8,1455.83,880.93,3418.82,1697.7,1557.61,1,0,83.63686534216338,67.7904229544224,103.55829940118579,16.595,8.4,12.983333333333334,13971.470000000001
Joao Pessoa,Brazil,6.51,1.17,1.37,1.12,2.01,7.64,4.3,7.99,1.96,1.01,0.52,1.33,1.12,1.13,0.69,0.63,0.84,47.71,0.96,0.77,7.09,1.28,14944.25,25376.0,84.05,282.6,167.64,485.37,352.53,1532.74,1053.76,455.03,1,0,55.87748344370862,29.814374229446322,99.61052653910845,24.275000000000002,6.16,4.736666666666667,13440.51
Frankfurt,Germany,9.05,1.12,1.8,2.26,2.87,12.47,10.35,16.26,2.77,1.73,2.16,1.7,1.85,0.98,1.4,0.53,2.9,98.1,3.69,1.9,34.77,2.25,26343.63,24847.31,341.76,1169.07,907.33,2201.47,1605.41,10344.27,7393.78,3365.64,1,0,95.61258278145698,180.47498868411083,126.6369701786871,50.5,15.2,17.886666666666667,17064.396666666667
San Luis Potosi,Mexico,7.74,1.1,2.18,1.92,1.98,5.8,6.21,7.86,2.49,1.1,1.39,1.17,1.46,1.44,0.97,1.23,0.54,21.52,1.03,0.62,5.41,1.15,17275.61,19402.83,52.86,309.41,305.12,546.63,519.99,825.1,1611.53,911.05,1,0,63.520971302428265,31.410648910699745,90.5565513590374,11.03,4.96,3.8000000000000003,12226.53
Albuquerque,United States,8.3,0.99,3.1,3.42,3.65,10.88,9.9,15.97,4.29,1.31,3.9,3.43,2.33,1.88,1.72,2.0,1.0,30.0,2.73,3.0,32.0,1.12,22500.0,21625.0,129.67,1364.58,1125.0,2340.0,1958.12,2865.89,2389.59,5317.78,1,0,106.33278145695364,91.67828381078479,109.02407640666083,15.5,24.0,19.576666666666668,14708.706666666665
Thiruvananthapuram,India,4.3,0.57,0.51,0.53,0.91,5.99,2.55,4.46,2.76,0.66,1.03,0.68,0.42,0.5,0.52,0.32,0.18,9.21,1.23,0.2,0.74,1.27,19749.44,24256.48,28.15,110.54,81.88,257.92,195.28,1147.37,506.77,698.1,1,0,36.85154525386314,17.532360430463203,108.58965610983408,4.695,1.6,1.1900000000000002,14669.063333333334
Zaporizhzhia,Ukraine,4.08,0.74,0.49,0.98,1.1,6.6,3.25,4.76,0.35,0.83,0.98,1.73,0.3,0.37,0.97,0.36,0.22,8.16,1.16,0.27,3.26,1.24,16843.21,24363.36,84.77,149.58,108.79,285.56,224.37,756.16,642.88,346.75,1,0,38.47958057395144,16.961482294869857,101.68760320874031,4.19,2.16,2.1933333333333334,13735.936666666666
Tyumen,Russia,6.4,1.14,0.64,1.78,1.49,12.88,5.07,11.4,1.73,1.34,1.67,2.46,0.77,0.66,1.4,0.8,0.45,27.84,1.63,0.23,5.28,0.82,57472.01,35493.34,100.12,427.2,284.0,1066.67,800.0,2346.67,1824.0,765.6,1,0,71.23344370860929,51.57981862945565,229.42522815082995,14.145,1.84,2.9166666666666665,30988.72333333333
Lviv,Ukraine,4.08,0.91,0.6,1.35,1.23,6.19,3.59,5.48,0.48,0.99,1.17,1.48,0.37,0.43,0.91,0.47,0.41,6.26,1.36,0.24,2.18,1.34,23198.53,17818.73,69.13,380.95,260.24,594.65,400.48,1303.25,806.4,454.48,1,0,41.018211920529815,28.732944262561773,101.21437864576315,3.335,1.92,1.8200000000000003,13672.866666666667
Sarasota,United States,9.0,1.08,3.37,5.09,3.87,14.32,15.15,16.71,4.36,1.58,3.49,3.91,3.91,4.62,2.44,2.6,2.0,64.5,5.0,0.78,34.2,1.14,35000.0,33650.0,146.65,2091.67,1718.75,5225.0,2592.86,6443.99,3078.48,2800.0,1,0,131.76048565121414,160.39868080456162,169.6178630863132,33.25,6.24,15.146666666666668,22883.713333333333
Mississauga,Canada,8.89,1.79,2.13,2.16,2.99,9.73,9.19,11.13,2.96,1.04,2.55,3.14,2.58,2.15,2.08,1.11,2.78,107.1,3.15,1.85,25.94,1.39,19739.78,18733.3,125.29,1570.31,1386.53,2391.63,2072.37,7214.73,5614.65,3413.29,1,0,90.53532008830024,153.4555825931876,95.25988497359683,54.94,14.8,14.63,12824.823333333334
Birmingham,United States,8.25,1.05,3.79,3.75,3.98,8.84,13.48,12.12,6.55,1.55,6.62,5.15,6.0,4.63,1.92,2.32,1.38,55.0,4.5,1.24,39.0,1.17,23747.0,26672.0,213.78,1300.0,953.75,2140.0,1775.0,2870.38,2027.2,2929.9,1,0,124.1721854304636,84.95472514627814,124.63074274769727,28.19,9.92,17.80666666666667,16806.72333333333
Fresno,United States,9.0,1.17,2.67,3.16,2.83,10.71,11.51,17.77,3.88,1.46,3.15,3.55,1.67,1.82,1.5,2.16,1.5,37.5,4.0,1.52,40.0,1.48,24000.0,22225.0,280.82,1333.33,1400.0,2700.0,2300.0,2443.41,1614.59,4489.58,1,0,107.62969094922738,90.91987446706116,114.2443973102945,19.5,12.16,18.72,15408.826666666666
Rochester,United States,9.0,0.86,2.45,3.1,3.07,11.14,11.21,21.49,5.04,1.43,5.14,4.28,3.19,2.15,1.67,1.56,1.0,56.0,2.75,3.11,50.0,1.23,24195.0,23550.67,150.75,908.33,906.25,1650.0,2033.33,1345.49,,4275.0,1,1,119.72958057395144,52.675558206599135,118.06502637851355,28.5,24.88,25.876666666666665,15915.633333333331
